"Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Pick","BMI"
"WR",69,192,4.53,12,NA,29,NA,NA,125,28.3503465658475
"OLB",74,242,4.76,12.5,33,30,7,4.22,17,31.0675675675676
"FS",72,199,4.51,10.5,32,22,6.84,4.1,48,26.9863040123457
"WR",74,208,4.45,10,NA,23,NA,4.07,82,26.7027027027027
"RB",69,202,4.67,11,NA,33,7.03,4.38,144,29.8269271161521
"DE",75,275,4.87,NA,NA,NA,NA,NA,20,34.3688888888889
"DE",73,253,4.8,14,25,32,7.37,4.26,140,33.3756802401952
"FS",72,198,4.5,NA,30,NA,NA,NA,43,26.8506944444444
"DT",75,301,5.27,NA,24,NA,NA,NA,133,37.6183111111111
"RB",69,201,4.47,11.5,30,23,6.77,4.07,145,29.6792690611216
"WR",73,208,4.59,14,NA,31,6.97,4.14,171,27.4392944267217
"DE",78,284,4.82,10.5,21,34,7.67,4.49,92,32.8159105851414
"OLB",73,248,4.59,6,25,32,6.82,3.96,5,32.7160818164759
"WR",71,190,4.41,8,33,23,NA,NA,57,26.4967268399127
"CB",70,185,4.34,5,NA,18,6.63,4.01,15,26.5418367346939
"ILB",72,236,4.76,15,NA,39,7.09,4.3,67,32.0038580246914
"WR",71,188,4.35,NA,NA,NA,NA,NA,25,26.2178139258084
"OLB",75,239,4.42,7,28,23,6.96,4.28,38,29.8696888888889
"FS",73,194,4.55,NA,38,NA,NA,NA,192,25.5924188403077
"SS",72,204,4.34,5.5,28,22,NA,NA,7,27.6643518518519
"RB",73,227,4.62,15.5,31,41,7.07,4.22,240,29.9457684368549
"OLB",74,244,4.65,5,27,NA,7.12,4.1,80,31.3243243243243
"QB",74,226,4.69,14.5,27,40,7.4,4.38,64,29.0135135135135
"ILB",72,230,4.73,9,30,31,7.05,4.36,34,31.190200617284
"WR",73,213,4.32,7.5,NA,25,6.73,3.97,36,28.098892850441
"QB",76,232,4.84,13.5,NA,39,7.47,4.29,164,28.2368421052632
"OG",76,355,5.48,21.5,22,52,8.56,5.08,99,43.2072368421053
"DE",76,277,5.03,11.5,24,37,7.11,4.23,156,33.7138157894737
"CB",68,185,4.32,8.5,32,30,NA,NA,62,28.1260813148789
"CB",71,178,4.39,6,NA,27,NA,4,31,24.8232493552866
"WR",71,197,4.42,9.5,NA,30,6.68,4.16,52,27.4729220392779
"WR",69,181,4.44,8.5,NA,29,6.88,4.12,184,26.7261079605125
"OLB",77,228,4.44,9,38,29,7.17,4.34,142,27.0339011637713
"DT",75,317,5.41,NA,NA,43,NA,NA,183,39.6179555555556
"RB",67,207,4.39,10,31,31,7.08,4.38,60,32.4172421474716
"CB",71,193,4.31,9,34,24,6.92,4.23,24,26.9150962110692
"OG",75,311,5.09,14,25,36,NA,4.97,23,38.8680888888889
"OT",78,319,5.16,11,NA,37,7.31,4.53,39,36.8601249178172
"ILB",71,224,4.68,10,34,34,7.01,4.12,94,31.2382463796866
"TE",77,245,4.83,13.5,28,38,6.99,4.09,155,29.0495867768595
"FB",71,233,4.76,16.5,NA,41,7.18,4.31,163,32.4933544931561
"DE",78,266,4.7,14,32,27,7.27,4.13,32,30.7360289283366
"TE",78,255,4.63,10,22,35,7.39,4.21,46,29.4649901380671
"OG",76,301,5.1,16,25,38,7.59,4.6,161,36.6348684210526
"DE",74,257,4.62,12,15,34,7.25,4.3,219,32.9932432432432
"SS",73,220,4.64,8.5,31,23,NA,4.27,146,29.022330643648
"OLB",77,241,4.43,6.5,26,23,6.9,4.18,22,28.575307809074
"QB",77,223,4.9,NA,NA,NA,NA,NA,10,26.4410524540395
"TE",78,261,4.8,9,26,29,7.24,4.82,28,30.1582840236686
"DT",73,309,4.97,12.5,25,36,7.4,4.4,177,40.763182585851
"SS",71,200,4.54,10,34,27,7.16,4.2,102,27.8912914104344
"RB",71,214,4.48,11,31,36,6.99,4.36,170,29.8436818091648
"OG",76,334,5.35,18,23,50,8.04,4.76,41,40.6513157894737
"DT",72,311,5.37,NA,NA,NA,NA,NA,169,42.1745756172839
"C",76,300,5.05,18.5,25,43,7.47,4.36,29,36.5131578947368
"CB",71,202,4.48,7,32,24,7.23,4.07,42,28.1702043245388
"RB",72,217,4.48,NA,NA,NA,NA,NA,21,29.4272762345679
"CB",71,189,4.42,9,37,18,6.65,4.16,58,26.3572703828605
"WR",76,229,4.52,9,NA,27,NA,NA,119,27.8717105263158
"QB",74,220,4.71,10,NA,36,7.13,4.17,148,28.2432432432432
"CB",70,202,4.5,6,32,20,6.72,3.95,208,28.9808163265306
"TE",75,259,4.85,NA,17,NA,NA,NA,244,32.3692444444444
"CB",73,198,4.48,4.5,35,18,NA,NA,154,26.1200975792832
"CB",71,197,4.53,5.5,NA,25,7.35,4.38,179,27.4729220392779
"DT",73,302,5.15,15.5,24,37,7.79,4.48,26,39.839744792644
"DE",74,262,4.7,7,30,33,7.87,4.5,237,33.6351351351351
"ILB",73,242,4.73,8,NA,29,7.09,4.07,221,31.9245637080128
"OLB",74,237,4.62,4.5,31,28,NA,NA,35,30.4256756756757
"QB",74,198,4.4,14,NA,26,6.96,4.25,193,25.4189189189189
"OT",80,336,5.07,15,NA,49,8.19,5,50,36.9075
"CB",70,196,4.42,4.5,31,18,NA,NA,232,28.12
"OT",78,312,5.07,16.5,21,37,7.72,4.62,69,36.0512820512821
"FB",73,241,4.64,10.5,26,36,6.81,4.05,106,31.7926440232689
"DE",75,259,4.76,12.5,22,31,6.99,4.25,191,32.3692444444444
"CB",71,190,4.52,7.5,39,16,6.87,4.1,152,26.4967268399127
"C",75,312,5.12,16.5,14,43,7.4,4.43,234,38.9930666666667
"WR",68,185,4.38,NA,NA,NA,NA,NA,44,28.1260813148789
"OLB",72,232,4.51,7,8,23,6.97,4.11,137,31.4614197530864
"DT",76,338,5.13,14.5,12,37,7.95,4.65,12,41.1381578947368
"OLB",73,252,4.88,NA,24,31,7.37,4.43,157,33.2437605554513
"DE",75,260,4.91,11.5,26,31,6.96,4.18,135,32.4942222222222
"RB",72,210,4.4,9.5,34,25,6.81,4.25,79,28.4780092592593
"OT",79,344,5.39,21,28,55,NA,NA,136,38.7489184425573
"WR",73,205,4.45,8,NA,31,7.17,4.21,249,27.0435353724901
"OT",77,309,5.44,17.5,28,45,8.45,5.11,139,36.6380502614269
"DE",75,276,5.08,NA,NA,NA,NA,NA,197,34.4938666666667
"WR",74,198,4.44,10.5,NA,28,7.31,4.16,172,25.4189189189189
"DT",74,304,5.27,14,16,42,7.87,4.54,181,39.027027027027
"SS",72,239,4.63,8,NA,20,6.68,4.14,228,32.4106867283951
"DT",75,307,5.27,17.5,24,44,7.69,4.49,123,38.3681777777778
"OT",79,325,5.39,17.5,21,45,NA,NA,216,36.6087165518346
"SS",71,206,4.66,8.5,34,28,6.81,4.09,158,28.7280301527475
"CB",71,182,4.44,10,35,19,NA,4.23,87,25.3810751834953
"TE",75,266,4.84,13.5,26,32,7.31,4.3,150,33.2440888888889
"SS",74,224,4.57,9.5,NA,16,NA,NA,54,28.7567567567568
"TE",80,258,4.62,8.5,27,29,7.47,4.67,72,28.3396875
"WR",70,188,4.34,8.5,NA,30,7.06,4.26,95,26.9722448979592
"WR",73,227,4.57,NA,NA,NA,NA,NA,100,29.9457684368549
"WR",72,188,4.58,12.5,NA,37,7.37,4.19,104,25.4945987654321
"DE",75,267,4.88,16.5,NA,37,NA,NA,91,33.3690666666667
"OLB",73,236,4.65,7,26,18,7.19,4.17,33,31.1330455995496
"FS",74,216,4.63,6,35,24,6.79,4.15,121,27.7297297297297
"TE",77,254,4.54,12.5,32,32,6.81,4.01,61,30.1167144543768
"ILB",72,250,4.88,14,28,36,7.41,4.38,76,33.9023919753086
"OT",78,315,5.32,21.5,NA,46,7.73,4.85,141,36.3979289940828
"OG",76,314,5.38,19.5,30,47,7.63,4.53,242,38.2171052631579
"QB",73,214,4.56,8.5,NA,26,7.07,4.17,223,28.2308125351848
"OLB",70,235,4.89,18,23,44,7.69,4.32,250,33.715306122449
"FS",73,209,4.45,5.5,38,25,7.09,4.17,105,27.5712141114656
"OLB",71,231,4.5,5,24,22,7.31,4.22,9,32.2144415790518
"OG",75,307,5.25,NA,22,NA,NA,NA,128,38.3681777777778
"FS",72,194,4.71,5,31,22,6.75,4.35,83,26.3082561728395
"WR",74,213,4.46,6.5,NA,19,7,4.33,103,27.3445945945946
"SS",73,209,4.63,6,28,20,6.89,4.1,97,27.5712141114656
"OG",75,324,5.15,17.5,29,46,8.13,4.98,112,40.4928
"OG",77,352,5.25,NA,19,NA,NA,NA,65,41.7365491651206
"OG",75,313,5.4,17.5,24,45,7.82,4.55,75,39.1180444444444
"DT",74,313,5.12,17,NA,41,8.06,4.6,182,40.1824324324324
"WR",76,217,4.57,11,NA,25,6.81,4.14,90,26.4111842105263
"OT",80,330,5.38,25,30,53,8.01,4.83,210,36.2484375
"TE",78,268,4.77,13.5,29,33,7.09,4.52,166,30.9671268902038
"DE",74,252,4.83,13,22,38,7.31,4.48,63,32.3513513513513
"TE",75,252,4.67,8.5,30,34,7.05,4.34,86,31.4944
"OT",78,303,5.12,19.5,26,47,7.45,4.7,162,35.0113412228797
"OT",80,316,5.25,18.5,29,51,7.82,4.68,59,34.710625
"ILB",71,241,4.84,12.5,22,34,7.19,4.15,116,33.6090061495735
"FB",72,245,4.82,15.5,28,43,7.74,4.63,180,33.2243441358025
"RB",68,201,4.42,13.5,32,42,6.94,4.37,117,30.558607266436
"FS",77,211,4.42,5,35,14,NA,NA,138,25.0182155506831
"WR",74,202,4.4,10,34,29,7.13,4.24,218,25.9324324324324
"DT",75,339,5.27,21,13,51,8.28,4.8,107,42.3674666666667
"CB",71,183,4.41,9.5,NA,26,NA,NA,236,25.5205316405475
"WR",74,211,4.4,9,NA,21,6.81,4.08,190,27.0878378378378
"OT",77,304,4.96,17,23,45,7.38,4.59,129,36.0452015516951
"RB",72,238,4.49,NA,NA,NA,NA,NA,45,32.2750771604938
"QB",77,223,4.75,13,NA,35,7,4.11,81,26.4410524540395
"OT",77,309,5.35,21,33,46,7.53,4.79,224,36.6380502614269
"SS",70,204,4.4,6,31,15,NA,NA,8,29.2677551020408
"OT",79,334,5.16,15.5,21,35,8.23,4.83,55,37.6224963948085
"ILB",75,233,4.66,7,30,25,7.21,4.17,96,29.1198222222222
"WR",69,179,4.48,11.5,NA,32,6.87,4.07,84,26.4307918504516
"RB",69,214,4.45,10.5,24,26,NA,NA,27,31.5988237765175
"WR",74,197,4.52,8,NA,20,6.84,4.08,111,25.2905405405405
"OLB",72,236,4.59,9,NA,27,7.03,4.29,120,32.0038580246914
"CB",74,213,4.44,NA,NA,NA,NA,NA,37,27.3445945945946
"ILB",75,245,4.54,NA,24,NA,NA,NA,110,30.6195555555556
"DE",79,295,4.7,5.5,14,27,7.19,4.36,1,33.2294504085884
"TE",74,269,4.72,12,24,36,7.49,4.54,202,34.5337837837838
"WR",74,214,4.47,9.5,NA,27,6.7,3.99,78,27.472972972973
"DE",76,248,4.61,7.5,25,18,6.97,4.48,13,30.1842105263158
"OT",79,310,4.94,17,NA,39,7.47,4.44,66,34.9190834802115
"DT",77,300,5.08,14,18,37,7.84,4.51,226,35.5709225839096
"DT",74,302,5.08,NA,NA,NA,NA,NA,68,38.7702702702703
"DE",77,262,4.63,13,22,31,7.75,4.51,213,31.0652723899477
"CB",72,189,4.44,NA,NA,NA,NA,NA,70,25.6302083333333
"QB",77,229,4.48,NA,NA,NA,NA,NA,3,27.1524709057177
"CB",73,194,4.57,NA,NA,NA,NA,NA,122,25.5924188403077
"DE",76,267,4.8,NA,24,NA,NA,NA,57,32.4967105263158
"DE",77,258,4.64,11,NA,28,7.17,4.36,4,30.5909934221623
"DE",77,280,4.85,NA,NA,NA,NA,NA,58,33.1995277449823
"OLB",73,228,4.79,11,24,30,7.06,4.3,176,30.0776881215988
"FS",72,210,4.51,5,34,23,7.24,4.21,61,28.4780092592593
"DT",75,304,5.17,20.5,NA,44,7.81,4.83,81,37.9932444444444
"OG",76,305,5.07,16,22,41,7.8,4.65,88,37.1217105263158
"WR",72,198,4.39,9,NA,20,NA,NA,146,26.8506944444444
"DE",77,288,4.75,NA,NA,NA,NA,NA,8,34.1480856805532
"FB",71,243,4.73,13,26,33,7.27,4.43,195,33.8879190636778
"DE",76,271,4.69,13,27,36,NA,NA,120,32.983552631579
"WR",75,208,4.53,10,NA,18,6.69,4.19,227,25.9953777777778
"OT",76,300,4.84,14,21,42,7.4,4.63,119,36.5131578947368
"OLB",73,240,4.43,11,18,25,7.29,4.32,134,31.660724338525
"DE",75,266,4.77,16,24,38,7.09,4.75,62,33.2440888888889
"OLB",72,237,4.72,NA,30,36,NA,NA,25,32.1394675925926
"QB",74,215,4.75,16.5,NA,36,6.81,4.17,40,27.6013513513514
"OG",74,313,5.36,20.5,25,54,8.24,4.81,130,40.1824324324324
"CB",73,196,4.46,7.5,32,22,6.67,4.3,123,25.8562582097955
"ILB",74,239,4.78,NA,16,NA,NA,NA,192,30.6824324324324
"OLB",74,240,4.42,4.5,25,23,6.86,4.34,68,30.8108108108108
"ILB",71,236,4.69,NA,27,NA,NA,NA,179,32.9117238643126
"OG",75,320,5.1,17.5,9,46,7.75,4.72,39,39.9928888888889
"RB",70,191,4.46,10.5,23,26,NA,NA,71,27.4026530612245
"TE",78,252,4.78,11,NA,31,6.96,4.41,153,29.1183431952663
"WR",74,221,4.51,13,NA,22,6.81,4.35,23,28.3716216216216
"OLB",76,254,4.72,10.5,21,35,7.29,4.17,87,30.9144736842105
"RB",69,198,4.55,12,NA,35,6.7,4.09,250,29.2362948960302
"DT",78,324,5.07,18.5,16,40,NA,NA,33,37.4378698224852
"WR",72,193,4.46,13,NA,23,6.9,4.29,142,26.1726466049383
"CB",71,190,4.45,12.5,32,36,7,4.37,147,26.4967268399127
"OT",77,323,5.4,20.5,18,50,7.87,4.89,5,38.298026648676
"DT",76,290,5.38,19.5,NA,51,NA,NA,127,35.2960526315789
"OLB",75,240,4.82,13.5,30,41,7.01,4.31,207,29.9946666666667
"RB",73,243,4.62,NA,NA,NA,NA,NA,100,32.0564833927566
"DE",78,296,4.9,12.5,16,37,7.06,4.18,13,34.2024983563445
"TE",79,270,4.78,16,33,36,7.26,4.32,129,30.4133952892165
"WR",72,188,4.36,13.5,NA,24,7,4.15,157,25.4945987654321
"CB",73,190,4.53,11,32,25,6.78,4.31,173,25.0647401013323
"DT",74,313,5.1,20,15,NA,NA,NA,135,40.1824324324324
"DE",76,272,4.69,15.5,17,36,7.28,4.32,56,33.1052631578947
"RB",70,211,4.75,16,30,39,7.25,4.53,246,30.2720408163265
"C",76,302,5.13,20,18,45,7.51,4.65,198,36.7565789473684
"WR",70,181,4.5,10.5,NA,32,6.66,4.14,128,25.9679591836735
"WR",73,207,4.41,NA,NA,NA,NA,NA,69,27.3073747419779
"ILB",69,239,4.64,15,25,43,7.28,4.37,69,35.2902751522789
"CB",70,193,4.56,NA,33,NA,NA,NA,105,27.6895918367347
"OT",78,315,5.62,18.5,28,50,8.1,4.92,214,36.3979289940828
"ILB",77,250,4.58,11.5,23,25,6.89,4.22,116,29.6424354865913
"ILB",73,230,4.51,10,24,26,6.77,4.09,48,30.3415274910865
"QB",76,231,4.76,NA,30,NA,7.14,4.46,92,28.1151315789474
"WR",71,174,4.3,NA,NA,24,6.85,4.21,74,24.265423527078
"WR",74,211,4.57,13.5,32,30,NA,NA,188,27.0878378378378
"DE",76,249,4.65,NA,30,NA,NA,NA,204,30.3059210526316
"SS",71,204,4.61,11.5,39,25,6.84,4.17,165,28.4491172386431
"OT",78,324,5.19,16,27,36,7.38,4.53,122,37.4378698224852
"C",75,314,5.28,NA,15,NA,NA,NA,139,39.2430222222222
"OT",76,301,5.08,13.5,15,44,7.5,4.4,163,36.6348684210526
"FS",71,203,4.45,9.5,29,26,7.28,4.3,159,28.309660781591
"FS",73,206,4.51,11.5,27,26,6.72,4.27,150,27.175455057234
"WR",71,178,4.38,NA,NA,NA,NA,NA,9,24.8232493552866
"FS",74,205,4.6,11.5,37,32,7.37,4.46,126,26.3175675675676
"WR",72,193,4.44,8,NA,24,6.54,4.08,32,26.1726466049383
"CB",72,195,4.42,NA,39,NA,NA,NA,168,26.4438657407407
"SS",72,202,4.45,10,33,27,6.6,4.1,19,27.3931327160494
"OG",75,311,5.18,19.5,20,44,7.99,4.72,29,38.8680888888889
"CB",71,193,4.39,8.5,34,22,6.5,4.07,18,26.9150962110692
"DT",76,300,5.04,15.5,25,39,7.63,4.79,16,36.5131578947368
"OT",76,305,5.09,20.5,27,47,7.78,4.52,70,37.1217105263158
"C",74,302,5.35,21.5,20,51,8,4.8,115,38.7702702702703
"ILB",74,243,4.59,13,26,40,7.25,4.29,47,31.1959459459459
"TE",77,261,4.8,14,28,35,NA,4.4,243,30.9467026480013
"SS",74,227,4.58,NA,26,NA,NA,NA,144,29.1418918918919
"OT",78,302,5.11,17.5,29,38,7.6,4.87,91,34.8957922419461
"RB",71,230,4.4,10,23,20,6.96,4.14,50,32.0749851219996
"WR",71,186,4.48,9.5,NA,25,6.62,4.32,99,25.938901011704
"WR",72,204,4.32,9,NA,24,7.02,4.22,76,27.6643518518519
"OT",77,308,5.29,19,21,41,7.45,4.65,209,36.5194805194805
"WR",72,191,4.45,10.5,34,27,7.12,4.4,254,25.9014274691358
"CB",70,185,4.32,10,22,25,6.94,4.12,41,26.5418367346939
"CB",70,190,4.56,17.5,33,33,7.28,4.43,95,27.2591836734694
"RB",74,233,4.68,NA,25,NA,NA,NA,90,29.9121621621622
"RB",69,245,4.77,16,24,44,7.1,4.42,236,36.1762234824617
"RB",71,203,4.45,8,NA,24,7,4.17,49,28.309660781591
"CB",70,190,4.44,16.5,38,36,7.18,4.3,194,27.2591836734694
"FS",72,200,4.52,13.5,37,26,6.89,4.28,106,27.1219135802469
"DT",72,305,5.05,16,16,NA,7.65,4.56,248,41.3609182098765
"RB",70,210,4.54,9,28,25,7,4.14,63,30.1285714285714
"WR",76,219,4.62,NA,NA,NA,NA,NA,45,26.6546052631579
"SS",75,205,4.62,13,34,33,7.04,4.32,224,25.6204444444444
"DE",74,270,4.84,12,16,29,7.5,NA,83,34.6621621621622
"WR",77,239,4.35,NA,NA,NA,NA,NA,2,28.3381683251813
"DT",75,310,5.15,17,21,39,7.47,4.49,152,38.7431111111111
"WR",73,207,4.54,12,27,28,7.06,4.2,78,27.3073747419779
"WR",75,210,4.5,12,NA,18,7.03,4.31,73,26.2453333333333
"C",75,299,4.96,20,15,43,7.5,4.34,59,37.3683555555556
"WR",76,217,4.49,NA,NA,NA,NA,NA,210,26.4111842105263
"OT",77,298,5.08,14,29,41,7.44,4.47,189,35.3337831000169
"QB",75,218,4.85,13.5,NA,35,6.94,4.44,36,27.2451555555556
"DT",74,288,4.96,NA,25,NA,NA,NA,166,36.972972972973
"FS",72,213,4.35,8.5,NA,24,NA,NA,6,28.884837962963
"RB",73,226,4.52,11.5,21,25,6.88,4.22,52,29.8138487521111
"RB",71,215,4.46,10.5,29,22,7.05,4.55,12,29.983138266217
"OT",79,309,5.08,15.5,NA,47,7.68,4.54,67,34.8064412754366
"DT",76,286,4.98,18,22,39,7.79,4.46,132,34.8092105263158
"DT",74,277,4.81,15,22,39,7.1,4.12,54,35.5608108108108
"CB",69,185,4.57,11.5,35,25,6.96,4.32,221,27.3167401806343
"CB",73,203,4.39,10,32,18,6.61,4.17,72,26.7796960030024
"FB",72,256,4.75,16.5,35,34,7.14,4.47,137,34.7160493827161
"DE",75,276,4.88,NA,NA,NA,NA,NA,97,34.4938666666667
"CB",71,181,4.58,13,32,29,7.44,4.76,140,25.2416187264432
"WR",74,214,4.39,8.5,NA,26,6.97,4.31,27,27.472972972973
"DT",73,309,5.15,22,25,41,7.94,4.65,85,40.763182585851
"FS",71,195,4.47,11,38,36,7.06,4.33,24,27.1940091251736
"TE",76,256,4.87,12,NA,32,7.01,4.42,38,31.1578947368421
"TE",76,252,4.79,12,30,30,7.35,4.49,133,30.6710526315789
"ILB",75,249,4.87,14,27,39,7.29,4.25,220,31.1194666666667
"DE",77,274,4.92,12,23,29,7.19,4.35,104,32.4881092933041
"DE",77,261,4.82,14,32,32,7.38,4.53,65,30.9467026480013
"DE",78,250,4.7,15.5,33,27,NA,NA,17,28.8872452333991
"WR",74,225,4.41,6,30,28,NA,NA,172,28.8851351351351
"FS",74,206,4.49,8.5,34,NA,NA,NA,253,26.4459459459459
"FS",71,198,4.48,11.5,NA,NA,NA,NA,21,27.6123784963301
"OLB",73,232,4.64,12.5,20,37,7.29,4.45,109,30.6053668605742
"SS",71,220,4.52,9.5,26,29,7.1,4.34,251,30.6804205514779
"OG",75,325,5.37,NA,25,NA,NA,NA,149,40.6177777777778
"DT",74,302,5.07,16,20,36,7.46,NA,10,38.7702702702703
"ILB",71,232,4.7,10.5,29,26,7.12,4.43,94,32.3538980361039
"TE",78,254,4.51,10.5,26,33,7.04,4.48,31,29.3494411571335
"QB",78,231,4.98,15.5,NA,43,7.32,4.58,205,26.6918145956607
"TE",75,252,4.74,11.5,NA,36,7.21,4.31,215,31.4944
"FS",72,220,4.6,11,29,41,7,4.3,167,29.8341049382716
"RB",73,217,4.4,7.5,NA,20,7.09,4.4,7,28.6265715894164
"SS",75,224,4.47,11.5,30,25,6.84,3.9,64,27.9950222222222
"DT",74,299,4.93,12,NA,35,NA,NA,98,38.3851351351351
"DE",77,270,5.03,NA,NA,NA,NA,NA,213,32.0138303255186
"RB",71,207,4.4,10.5,33,24,6.84,4.16,107,28.8674866097996
"OLB",74,238,4.7,9,27,31,6.94,4.2,34,30.5540540540541
"QB",76,232,4.73,NA,25,NA,NA,NA,22,28.2368421052632
"OG",75,326,5.24,NA,9,NA,NA,NA,117,40.7427555555556
"CB",71,204,4.38,NA,33,NA,NA,NA,14,28.4491172386431
"WR",75,200,4.51,6.5,NA,28,7.09,4.34,44,24.9955555555556
"DE",78,279,5,13,29,35,7.5,4.54,138,32.2381656804734
"WR",69,179,4.47,11,NA,24,6.71,4.21,118,26.4307918504516
"WR",74,199,4.38,7,30,20,6.83,4.28,75,25.5472972972973
"DE",75,259,4.67,5.5,22,26,6.89,4.26,102,32.3692444444444
"TE",75,244,4.78,10,29,32,6.96,4.47,155,30.4945777777778
"CB",72,193,4.44,12,32,29,6.67,4.15,20,26.1726466049383
"SS",76,223,4.58,11,33,NA,NA,NA,89,27.1414473684211
"QB",77,226,4.91,16.5,NA,33,7.16,4.42,151,26.7967616798786
"QB",77,265,4.83,NA,NA,NA,NA,NA,1,31.4209816157868
"DT",75,310,5.12,19.5,24,45,7.49,4.69,154,38.7431111111111
"OG",75,301,5.13,17,26,45,7.47,4.74,230,37.6183111111111
"OLB",77,235,4.71,12.5,29,36,6.85,4.13,143,27.8638893573959
"C",75,300,5.24,13,24,46,7.47,4.29,60,37.4933333333333
"FB",74,247,4.74,8.5,22,25,7,4.27,222,31.7094594594595
"OG",75,319,5.09,NA,28,NA,NA,NA,35,39.8679111111111
"OLB",73,236,4.51,9.5,23,31,7.01,4.12,164,31.1330455995496
"ILB",74,241,4.62,15.5,NA,38,7.34,NA,240,30.9391891891892
"WR",74,209,4.35,9.5,31,26,6.92,4.39,79,26.8310810810811
"ILB",74,240,4.8,14,23,37,7.19,4.42,219,30.8108108108108
"RB",71,220,4.5,8,31,33,7.22,4.34,148,30.6804205514779
"CB",70,174,4.51,NA,38,NA,NA,NA,206,24.9636734693878
"WR",72,197,4.44,8,NA,27,6.68,4.19,51,26.7150848765432
"QB",72,225,4.72,NA,NA,NA,NA,NA,174,30.5121527777778
"FB",71,230,4.79,16,NA,36,7.06,4.37,244,32.0749851219996
"DT",76,344,5.1,16.5,NA,44,7.66,4.69,108,41.8684210526316
"TE",79,270,4.83,NA,NA,NA,NA,NA,77,30.4133952892165
"DE",75,261,4.7,13.5,19,35,7.14,4.43,26,32.6192
"OT",78,306,4.79,NA,22,NA,NA,NA,28,35.3579881656805
"QB",74,216,4.6,NA,27,NA,NA,NA,103,27.7297297297297
"QB",75,226,4.75,15.5,NA,39,6.77,4.41,43,28.2449777777778
"WR",69,194,4.59,13,32,NA,NA,NA,234,28.6456626759084
"SS",75,218,4.58,7,36,15,7.13,4.44,203,27.2451555555556
"WR",71,197,4.56,11,NA,27,6.91,4.14,235,27.4729220392779
"OG",74,303,5.18,NA,17,NA,NA,NA,183,38.8986486486486
"WR",74,204,4.5,10,NA,25,7.22,4.28,197,26.1891891891892
"OT",79,311,4.92,13,21,37,7.95,4.88,3,35.0317256849864
"DT",75,314,5.23,NA,22,NA,NA,NA,121,39.2430222222222
"OLB",73,234,4.66,11,24,24,6.89,4.32,15,30.8692062300619
"DT",74,307,5.11,NA,23,NA,NA,NA,187,39.4121621621622
"DT",74,306,5.18,17.5,7,NA,NA,NA,82,39.2837837837838
"OT",77,301,5.06,13.5,17,30,NA,NA,42,35.689492325856
"CB",70,195,4.36,5.5,NA,21,7.07,4.4,84,27.9765306122449
"ILB",75,245,4.59,NA,24,NA,NA,NA,96,30.6195555555556
"SS",71,203,4.48,12.5,38,34,6.78,4.12,37,28.309660781591
"FS",73,222,4.48,7.5,27,18,6.96,4.16,184,29.2861700131357
"FS",73,199,4.54,12.5,32,NA,NA,NA,114,26.252017264027
"WR",71,184,4.42,13.5,NA,24,6.99,4.29,233,25.6599880975997
"WR",73,205,4.45,7.5,NA,22,7.03,4.24,80,27.0435353724901
"ILB",73,242,4.51,7,27,28,7.23,4.46,11,31.9245637080128
"CB",73,195,4.62,8.5,NA,20,6.81,4.2,226,25.7243385250516
"CB",69,189,4.39,9.5,29,27,7.07,4.43,55,27.9073724007561
"RB",67,186,4.39,10.5,27,31,6.69,4.08,93,29.1285364223658
"DE",73,266,4.74,NA,NA,NA,NA,NA,46,35.0906361418653
"DE",74,242,4.9,15,25,36,7.2,4.46,238,31.0675675675676
"RB",71,228,4.66,12,35,32,7.23,4.43,111,31.7960722078953
"CB",71,192,4.36,9.5,33,24,6.93,4.23,53,26.7756397540171
"OG",75,317,5.4,NA,22,55,8.34,4.92,124,39.6179555555556
"RB",70,232,4.47,14.5,NA,32,NA,NA,228,33.2848979591837
"OT",76,307,5.15,NA,NA,NA,NA,NA,86,37.3651315789474
"DE",76,274,4.7,9.5,23,39,7.06,4.4,239,33.3486842105263
"OLB",74,232,4.69,16,NA,37,NA,4.47,118,29.7837837837838
"QB",77,225,4.98,24.5,NA,39,7.51,4.6,162,26.6781919379322
"OG",78,309,5.17,20,26,36,7.97,4.78,15,35.7046351084813
"WR",75,203,4.55,NA,NA,NA,NA,NA,237,25.3704888888889
"WR",71,192,4.43,NA,33,NA,NA,NA,33,26.7756397540171
"OLB",75,253,4.51,13.5,22,30,6.9,4.51,92,31.6193777777778
"OT",77,309,5.5,NA,21,NA,NA,NA,21,36.6380502614269
"DT",76,308,5.29,17,16,44,7.65,4.82,29,37.4868421052632
"FS",72,210,4.68,12,26,30,7.08,4.34,173,28.4780092592593
"TE",78,243,4.61,15,27,30,6.92,4.23,141,28.0784023668639
"SS",74,223,4.34,14.5,32,26,7.07,4.27,220,28.6283783783784
"OT",76,310,5.01,NA,15,NA,NA,NA,247,37.7302631578947
"OT",77,303,5.18,19.5,40,38,7.65,4.65,219,35.9266318097487
"ILB",73,244,4.9,NA,24,NA,NA,NA,104,32.1884030775005
"TE",78,259,4.68,12,31,29,7.64,4.53,61,29.9271860618014
"WR",71,209,4.48,20,34,37,7.15,4.22,70,29.146399523904
"OLB",75,246,4.85,14.5,20,35,7.08,4.56,154,30.7445333333333
"OLB",73,223,4.79,12,34,28,7.21,4.3,147,29.4180896978795
"CB",72,197,4.39,15.5,31,25,7.1,4.21,142,26.7150848765432
